ID,Movie,Year,Genres,Rating
100251,Suicide Squad,2016,Action/Adventure,5
100252,Suicide Squad,2016,Action/Adventure,5
100253,Suicide Squad,2016,Action/Adventure,5
100254,Suicide Squad,2016,Action/Adventure,5
100255,Suicide Squad,2016,Action/Adventure,5
100256,Suicide Squad,2016,Action/Adventure,5
100257,Suicide Squad,2016,Action/Adventure,5
100258,Suicide Squad,2016,Action/Adventure,5
100259,Suicide Squad,2016,Action/Adventure,5
100260,Suicide Squad,2016,Action/Adventure,5
100261,Suicide Squad,2016,Action/Adventure,4
100262,Suicide Squad,2016,Action/Adventure,4
100263,Suicide Squad,2016,Action/Adventure,4
100264,Suicide Squad,2016,Action/Adventure,4
100265,Suicide Squad,2016,Action/Adventure,4
100266,Suicide Squad,2016,Action/Adventure,4
100267,Suicide Squad,2016,Action/Adventure,4
100268,Suicide Squad,2016,Action/Adventure,4
100269,Suicide Squad,2016,Action/Adventure,4
100270,Suicide Squad,2016,Action/Adventure,4
100271,Suicide Squad,2016,Action/Adventure,3
100272,Suicide Squad,2016,Action/Adventure,3
100273,Suicide Squad,2016,Action/Adventure,3
100274,Suicide Squad,2016,Action/Adventure,3
100275,Suicide Squad,2016,Action/Adventure,3
100276,Suicide Squad,2016,Action/Adventure,3
100277,Suicide Squad,2016,Action/Adventure,3
100278,Suicide Squad,2016,Action/Adventure,3
100279,Suicide Squad,2016,Action/Adventure,3
100280,Suicide Squad,2016,Action/Adventure,3
100281,Suicide Squad,2016,Action/Adventure,2
100282,Suicide Squad,2016,Action/Adventure,2
100283,Suicide Squad,2016,Action/Adventure,2
100284,Suicide Squad,2016,Action/Adventure,2
100285,Suicide Squad,2016,Action/Adventure,2
100286,Suicide Squad,2016,Action/Adventure,2
100287,Suicide Squad,2016,Action/Adventure,2
100288,Suicide Squad,2016,Action/Adventure,2
100289,Suicide Squad,2016,Action/Adventure,2
100290,Suicide Squad,2016,Action/Adventure,2
100291,Suicide Squad,2016,Action/Adventure,1
100292,Suicide Squad,2016,Action/Adventure,1
100293,Suicide Squad,2016,Action/Adventure,1
100294,Suicide Squad,2016,Action/Adventure,1
100295,Suicide Squad,2016,Action/Adventure,1
100296,Suicide Squad,2016,Action/Adventure,1
100297,Suicide Squad,2016,Action/Adventure,1
100298,Suicide Squad,2016,Action/Adventure,1
100299,Suicide Squad,2016,Action/Adventure,1
100300,Suicide Squad,2016,Action/Adventure,1
100401,Doctor Strange,2016,Action/Adventure,5
100402,Doctor Strange,2016,Action/Adventure,5
100403,Doctor Strange,2016,Action/Adventure,5
100404,Doctor Strange,2016,Action/Adventure,5
100405,Doctor Strange,2016,Action/Adventure,5
100406,Doctor Strange,2016,Action/Adventure,5
100407,Doctor Strange,2016,Action/Adventure,5
100408,Doctor Strange,2016,Action/Adventure,5
100409,Doctor Strange,2016,Action/Adventure,5
100410,Doctor Strange,2016,Action/Adventure,5
100411,Doctor Strange,2016,Action/Adventure,4
100412,Doctor Strange,2016,Action/Adventure,4
100413,Doctor Strange,2016,Action/Adventure,4
100414,Doctor Strange,2016,Action/Adventure,4
100415,Doctor Strange,2016,Action/Adventure,4
100416,Doctor Strange,2016,Action/Adventure,4
100417,Doctor Strange,2016,Action/Adventure,4
100418,Doctor Strange,2016,Action/Adventure,4
100419,Doctor Strange,2016,Action/Adventure,4
100420,Doctor Strange,2016,Action/Adventure,4
100421,Doctor Strange,2016,Action/Adventure,3
100422,Doctor Strange,2016,Action/Adventure,3
100423,Doctor Strange,2016,Action/Adventure,3
100424,Doctor Strange,2016,Action/Adventure,3
100425,Doctor Strange,2016,Action/Adventure,3
100426,Doctor Strange,2016,Action/Adventure,3
100427,Doctor Strange,2016,Action/Adventure,3
100428,Doctor Strange,2016,Action/Adventure,3
100429,Doctor Strange,2016,Action/Adventure,3
100430,Doctor Strange,2016,Action/Adventure,3
100431,Doctor Strange,2016,Action/Adventure,2
100432,Doctor Strange,2016,Action/Adventure,2
100433,Doctor Strange,2016,Action/Adventure,2
100434,Doctor Strange,2016,Action/Adventure,2
100435,Doctor Strange,2016,Action/Adventure,2
100436,Doctor Strange,2016,Action/Adventure,2
100437,Doctor Strange,2016,Action/Adventure,1
100438,Doctor Strange,2016,Action/Adventure,1
100439,Doctor Strange,2016,Action/Adventure,1
100440,Doctor Strange,2016,Action/Adventure,1
100441,Doctor Strange,2016,Action/Adventure,1
100442,Doctor Strange,2016,Action/Adventure,1
100443,Doctor Strange,2016,Action/Adventure,1
100444,Doctor Strange,2016,Action/Adventure,1
100445,Doctor Strange,2016,Action/Adventure,1
100446,Doctor Strange,2016,Action/Adventure,1
100447,Doctor Strange,2016,Action/Adventure,4
100448,Doctor Strange,2016,Action/Adventure,4
100449,Doctor Strange,2016,Action/Adventure,4
100450,Doctor Strange,2016,Action/Adventure,4
100851,Passengers,2016,Sci-fi/Romance,5
100852,Passengers,2016,Sci-fi/Romance,5
100853,Passengers,2016,Sci-fi/Romance,5
100854,Passengers,2016,Sci-fi/Romance,5
100855,Passengers,2016,Sci-fi/Romance,5
100856,Passengers,2016,Sci-fi/Romance,5
100857,Passengers,2016,Sci-fi/Romance,5
100858,Passengers,2016,Sci-fi/Romance,5
100859,Passengers,2016,Sci-fi/Romance,5
100860,Passengers,2016,Sci-fi/Romance,5
100861,Passengers,2016,Sci-fi/Romance,4
100862,Passengers,2016,Sci-fi/Romance,4
100863,Passengers,2016,Sci-fi/Romance,4
100864,Passengers,2016,Sci-fi/Romance,4
100865,Passengers,2016,Sci-fi/Romance,4
100866,Passengers,2016,Sci-fi/Romance,4
100867,Passengers,2016,Sci-fi/Romance,4
100868,Passengers,2016,Sci-fi/Romance,4
100869,Passengers,2016,Sci-fi/Romance,4
100870,Passengers,2016,Sci-fi/Romance,4
100871,Passengers,2016,Sci-fi/Romance,3
100872,Passengers,2016,Sci-fi/Romance,3
100873,Passengers,2016,Sci-fi/Romance,3
100874,Passengers,2016,Sci-fi/Romance,3
100875,Passengers,2016,Sci-fi/Romance,3
100876,Passengers,2016,Sci-fi/Romance,3
100877,Passengers,2016,Sci-fi/Romance,3
100878,Passengers,2016,Sci-fi/Romance,3
100879,Passengers,2016,Sci-fi/Romance,3
100880,Passengers,2016,Sci-fi/Romance,3
100881,Passengers,2016,Sci-fi/Romance,2
100882,Passengers,2016,Sci-fi/Romance,2
100883,Passengers,2016,Sci-fi/Romance,2
100884,Passengers,2016,Sci-fi/Romance,2
100885,Passengers,2016,Sci-fi/Romance,2
100886,Passengers,2016,Sci-fi/Romance,2
100887,Passengers,2016,Sci-fi/Romance,2
100888,Passengers,2016,Sci-fi/Romance,2
100889,Passengers,2016,Sci-fi/Romance,2
