ID,Movie,Year,Genres,Rating
100201,The Mummy,2017, Action/Horror,5
100202,The Mummy,2017, Action/Horror,5
100203,The Mummy,2017, Action/Horror,5
100204,The Mummy,2017, Action/Horror,5
100205,The Mummy,2017, Action/Horror,5
100206,The Mummy,2017, Action/Horror,5
100207,The Mummy,2017, Action/Horror,5
100208,The Mummy,2017, Action/Horror,5
100209,The Mummy,2017, Action/Horror,5
100210,The Mummy,2017, Action/Horror,5
100211,The Mummy,2017, Action/Horror,4
100212,The Mummy,2017, Action/Horror,4
100213,The Mummy,2017, Action/Horror,4
100214,The Mummy,2017, Action/Horror,4
100215,The Mummy,2017, Action/Horror,4
100216,The Mummy,2017, Action/Horror,4
100217,The Mummy,2017, Action/Horror,4
100218,The Mummy,2017, Action/Horror,4
100219,The Mummy,2017, Action/Horror,4
100220,The Mummy,2017, Action/Horror,4
100221,The Mummy,2017, Action/Horror,3
100222,The Mummy,2017, Action/Horror,3
100223,The Mummy,2017, Action/Horror,3
100224,The Mummy,2017, Action/Horror,3
100225,The Mummy,2017, Action/Horror,3
100226,The Mummy,2017, Action/Horror,3
100227,The Mummy,2017, Action/Horror,3
100228,The Mummy,2017, Action/Horror,3
100229,The Mummy,2017, Action/Horror,3
100230,The Mummy,2017, Action/Horror,3
100231,The Mummy,2017, Action/Horror,2
100232,The Mummy,2017, Action/Horror,2
100233,The Mummy,2017, Action/Horror,2
100234,The Mummy,2017, Action/Horror,2
100235,The Mummy,2017, Action/Horror,2
100236,The Mummy,2017, Action/Horror,2
100237,The Mummy,2017, Action/Horror,2
100238,The Mummy,2017, Action/Horror,2
100239,The Mummy,2017, Action/Horror,2
100240,The Mummy,2017, Action/Horror,2
100241,The Mummy,2017, Action/Horror,1
100242,The Mummy,2017, Action/Horror,1
100243,The Mummy,2017, Action/Horror,1
100244,The Mummy,2017, Action/Horror,1
100245,The Mummy,2017, Action/Horror,1
100246,The Mummy,2017, Action/Horror,1
100247,The Mummy,2017, Action/Horror,1
100248,The Mummy,2017, Action/Horror,1
100249,The Mummy,2017, Action/Horror,1
100250,The Mummy,2017, Action/Horror,1
