ID,Movie,Year,Genres,Rating
100001,Spider-Man: No Way Home,2021,Action/Adventure,5
100002,Spider-Man: No Way Home,2021,Action/Adventure,5
100003,Spider-Man: No Way Home,2021,Action/Adventure,5
100004,Spider-Man: No Way Home,2021,Action/Adventure,5
100005,Spider-Man: No Way Home,2021,Action/Adventure,5
100006,Spider-Man: No Way Home,2021,Action/Adventure,1
100007,Spider-Man: No Way Home,2021,Action/Adventure,1
100008,Spider-Man: No Way Home,2021,Action/Adventure,1
100009,Spider-Man: No Way Home,2021,Action/Adventure,1
100010,Spider-Man: No Way Home,2021,Action/Adventure,1
100011,Spider-Man: No Way Home,2021,Action/Adventure,1
100012,Spider-Man: No Way Home,2021,Action/Adventure,1
100013,Spider-Man: No Way Home,2021,Action/Adventure,1
100014,Spider-Man: No Way Home,2021,Action/Adventure,1
100015,Spider-Man: No Way Home,2021,Action/Adventure,1
100016,Spider-Man: No Way Home,2021,Action/Adventure,1
100017,Spider-Man: No Way Home,2021,Action/Adventure,1
100018,Spider-Man: No Way Home,2021,Action/Adventure,2
100019,Spider-Man: No Way Home,2021,Action/Adventure,2
100020,Spider-Man: No Way Home,2021,Action/Adventure,2
100021,Spider-Man: No Way Home,2021,Action/Adventure,2
100022,Spider-Man: No Way Home,2021,Action/Adventure,2
100023,Spider-Man: No Way Home,2021,Action/Adventure,2
100024,Spider-Man: No Way Home,2021,Action/Adventure,3
100025,Spider-Man: No Way Home,2021,Action/Adventure,3
100026,Spider-Man: No Way Home,2021,Action/Adventure,3
100027,Spider-Man: No Way Home,2021,Action/Adventure,3
100028,Spider-Man: No Way Home,2021,Action/Adventure,3
100029,Spider-Man: No Way Home,2021,Action/Adventure,3
100030,Spider-Man: No Way Home,2021,Action/Adventure,3
100031,Spider-Man: No Way Home,2021,Action/Adventure,3
100032,Spider-Man: No Way Home,2021,Action/Adventure,4
100033,Spider-Man: No Way Home,2021,Action/Adventure,4
100034,Spider-Man: No Way Home,2021,Action/Adventure,4
100035,Spider-Man: No Way Home,2021,Action/Adventure,4
100036,Spider-Man: No Way Home,2021,Action/Adventure,4
100037,Spider-Man: No Way Home,2021,Action/Adventure,4
100038,Spider-Man: No Way Home,2021,Action/Adventure,4
100039,Spider-Man: No Way Home,2021,Action/Adventure,4
100040,Spider-Man: No Way Home,2021,Action/Adventure,4
100041,Spider-Man: No Way Home,2021,Action/Adventure,4
100042,Spider-Man: No Way Home,2021,Action/Adventure,4
100043,Spider-Man: No Way Home,2021,Action/Adventure,4
100044,Spider-Man: No Way Home,2021,Action/Adventure,4
100045,Spider-Man: No Way Home,2021,Action/Adventure,4
100046,Spider-Man: No Way Home,2021,Action/Adventure,4
100047,Spider-Man: No Way Home,2021,Action/Adventure,4
100048,Spider-Man: No Way Home,2021,Action/Adventure,4
100049,Spider-Man: No Way Home,2021,Action/Adventure,4
100050,Spider-Man: No Way Home,2021,Action/Adventure,4
100051,Malignant,2021,Thriller/Drama,5
100052,Malignant,2021,Thriller/Drama,5
100053,Malignant,2021,Thriller/Drama,5
100054,Malignant,2021,Thriller/Drama,5
100055,Malignant,2021,Thriller/Drama,5
100056,Malignant,2021,Thriller/Drama,5
100057,Malignant,2021,Thriller/Drama,5
100058,Malignant,2021,Thriller/Drama,5
100059,Malignant,2021,Thriller/Drama,5
100060,Malignant,2021,Thriller/Drama,5
100061,Malignant,2021,Thriller/Drama,4
100062,Malignant,2021,Thriller/Drama,4
100063,Malignant,2021,Thriller/Drama,4
100064,Malignant,2021,Thriller/Drama,4
100065,Malignant,2021,Thriller/Drama,4
100066,Malignant,2021,Thriller/Drama,4
100067,Malignant,2021,Thriller/Drama,4
100068,Malignant,2021,Thriller/Drama,4
100069,Malignant,2021,Thriller/Drama,4
100070,Malignant,2021,Thriller/Drama,4
100071,Malignant,2021,Thriller/Drama,3
100072,Malignant,2021,Thriller/Drama,3
100073,Malignant,2021,Thriller/Drama,3
100074,Malignant,2021,Thriller/Drama,3
100075,Malignant,2021,Thriller/Drama,3
100076,Malignant,2021,Thriller/Drama,3
100077,Malignant,2021,Thriller/Drama,3
100078,Malignant,2021,Thriller/Drama,3
100079,Malignant,2021,Thriller/Drama,3
100080,Malignant,2021,Thriller/Drama,3
100081,Malignant,2021,Thriller/Drama,2
100082,Malignant,2021,Thriller/Drama,2
100083,Malignant,2021,Thriller/Drama,2
100084,Malignant,2021,Thriller/Drama,2
100085,Malignant,2021,Thriller/Drama,2
100086,Malignant,2021,Thriller/Drama,2
100087,Malignant,2021,Thriller/Drama,2
100088,Malignant,2021,Thriller/Drama,2
100089,Malignant,2021,Thriller/Drama,2
100090,Malignant,2021,Thriller/Drama,2
100091,Malignant,2021,Thriller/Drama,1
100092,Malignant,2021,Thriller/Drama,1
100093,Malignant,2021,Thriller/Drama,1
100094,Malignant,2021,Thriller/Drama,1
100095,Malignant,2021,Thriller/Drama,1
100096,Malignant,2021,Thriller/Drama,1
100097,Malignant,2021,Thriller/Drama,1
100098,Malignant,2021,Thriller/Drama,1
100099,Malignant,2021,Thriller/Drama,1
100100,Malignant,2021,Thriller/Drama,1
100101,Red Notice,2021,Action/Comedy,5
100102,Red Notice,2021,Action/Comedy,5
100103,Red Notice,2021,Action/Comedy,5
100104,Red Notice,2021,Action/Comedy,5
100105,Red Notice,2021,Action/Comedy,5
100106,Red Notice,2021,Action/Comedy,5
100107,Red Notice,2021,Action/Comedy,5
100108,Red Notice,2021,Action/Comedy,5
100109,Red Notice,2021,Action/Comedy,5
100110,Red Notice,2021,Action/Comedy,5
100111,Red Notice,2021,Action/Comedy,4
100112,Red Notice,2021,Action/Comedy,4
100113,Red Notice,2021,Action/Comedy,4
100114,Red Notice,2021,Action/Comedy,4
100115,Red Notice,2021,Action/Comedy,4
100116,Red Notice,2021,Action/Comedy,4
100117,Red Notice,2021,Action/Comedy,4
100118,Red Notice,2021,Action/Comedy,4
100119,Red Notice,2021,Action/Comedy,4
100120,Red Notice,2021,Action/Comedy,4
100121,Red Notice,2021,Action/Comedy,3
100122,Red Notice,2021,Action/Comedy,3
100123,Red Notice,2021,Action/Comedy,3
100124,Red Notice,2021,Action/Comedy,3
100125,Red Notice,2021,Action/Comedy,3
100126,Red Notice,2021,Action/Comedy,3
100127,Red Notice,2021,Action/Comedy,3
100128,Red Notice,2021,Action/Comedy,3
100129,Red Notice,2021,Action/Comedy,3
100130,Red Notice,2021,Action/Comedy,3
100131,Red Notice,2021,Action/Comedy,2
100132,Red Notice,2021,Action/Comedy,2
100133,Red Notice,2021,Action/Comedy,2
100134,Red Notice,2021,Action/Comedy,2
100135,Red Notice,2021,Action/Comedy,2
100136,Red Notice,2021,Action/Comedy,2
100137,Red Notice,2021,Action/Comedy,2
100138,Red Notice,2021,Action/Comedy,2
100139,Red Notice,2021,Action/Comedy,2
100140,Red Notice,2021,Action/Comedy,2
100141,Red Notice,2021,Action/Comedy,1
100142,Red Notice,2021,Action/Comedy,1
100143,Red Notice,2021,Action/Comedy,1
100144,Red Notice,2021,Action/Comedy,1
100145,Red Notice,2021,Action/Comedy,1
100146,Red Notice,2021,Action/Comedy,1
100147,Red Notice,2021,Action/Comedy,1
100148,Red Notice,2021,Action/Comedy,1
100149,Red Notice,2021,Action/Comedy,1
100150,Red Notice,2021,Action/Comedy,1
100451,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,5
100452,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,5
100453,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,5
100454,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,5
100455,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,5
100456,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,5
100457,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,5
100458,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,5
100459,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,5
100460,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,5
100461,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,4
100462,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,4
100463,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,4
100464,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,4
100465,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,4
100466,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,4
100467,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,4
100468,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,4
100469,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,4
100470,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,4
100471,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,3
100472,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,3
100473,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,3
100474,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,3
100475,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,3
100476,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,3
100477,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,3
100478,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,3
100479,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,3
100480,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,3
100481,Shang-Chi and The Legend of The Ten Rings,2021,Action/Fantasy,2
